accession	project	bases	gc	ags	country	div	arg_copies	cpg
ERR7625354	PRJEB49168	4712.989253	1314.875	3.584362964540355	SG	3.0817839501619124	4470.01	3.399570301359445
ERR7625355	PRJEB49168	3243.403986	990.75	3.2736855775927327	SG	3.710284722878691	2211.0570000000002	2.2317002271006814
ERR7625356	PRJEB49168	2663.25864	811.875	3.2803801570438798	SG	3.7196229231138656	1533.863	1.8892846805234798
ERR7625357	PRJEB49168	3372.029973	1066.125	3.162884251846641	SG	4.44397645890761	3796.662	3.561179036229335
ERR7625358	PRJEB49168	3230.970683	916.0	3.527260570960699	SG	3.845823389910346	11168.182	12.192338427947599
ERR7625359	PRJEB49168	2025.154489	513.375	3.9447859537375214	SG	3.5536364002669916	2181.011	4.248377891404918
ERR7625360	PRJEB49168	3419.426909	1138.5	3.0034491954325864	SG	3.7629876208642425	2569.576	2.256983750548968
ERR7625361	PRJEB49168	1823.068107	543.375	3.355082782608696	SG	2.768309272445248	2012.758	3.7041785139176446
ERR7625362	PRJEB49168	2865.189021	772.375	3.709582807574041	SG	3.1875408662062137	2679.579	3.4692720504936077
ERR7625363	PRJEB49168	3924.432431	1229.75	3.191244099207156	SG	4.6359844972129	2729.902	2.2198837162024803
ERR7625364	PRJEB49168	2706.880328	839.875	3.222956187527906	SG	2.838507799235558	1749.755	2.0833516892394703
ERR7625365	PRJEB49168	723.106403	222.625	3.2480916473891073	SG	3.8912610321787913	389.301	1.7486850084222347
ERR7625366	PRJEB49168	3216.645166	1099.125	2.926550816331172	SG	4.179696945373305	2156.138	1.9616858865006255
ERR7625367	PRJEB49168	769.423187	213.625	3.6017469256875363	SG	3.0046403180390664	476.747	2.231700409596255
ERR7625368	PRJEB49168	3256.950632	1034.125	3.149474804303155	SG	4.398749597320484	4891.506	4.7300916233530765
ERR7625369	PRJEB49168	154.669041	40.5	3.8189886666666664	SG	3.462005141590913	76.082	1.8785679012345677
ERR7625370	PRJEB49168	173.679496	43.25	4.01571089017341	SG	3.4296593709490875	153.518	3.549549132947977
ERR7625371	PRJEB49168	174.661485	43.25	4.038415838150289	SG	2.3583592498077537	271.524	6.278011560693642
ERR7625372	PRJEB49168	8075.840172	2408.0	3.3537542242524916	SG	4.2183691345113	8823.034	3.664050664451827
ERR7625373	PRJEB49168	3242.129627	941.125	3.4449511244521185	SG	3.498963238551278	3811.472	4.049910479479347
ERR7625374	PRJEB49168	3099.026163	762.125	4.066296425127112	SG	3.7626969532517536	3433.943	4.505747744792521
ERR7625375	PRJEB49168	3435.266354	1162.0	2.9563393752151463	SG	3.2362506040368597	3636.183	3.1292452667814112
ERR7625376	PRJEB49168	3439.262195	1045.375	3.289979380605046	SG	3.9149706646622704	2770.37	2.6501207700585914
ERR7625377	PRJEB49168	3105.257968	919.875	3.3757390601983963	SG	3.5199403214407443	2097.186	2.279859763554831
ERR7625378	PRJEB49168	2506.95575	924.875	2.7105887282065146	SG	3.4477390426295687	1752.01	1.8943208541694823
ERR7625379	PRJEB49168	4178.200663	1154.5	3.6190564426158507	SG	4.1520902206941255	4252.097	3.683063663923776
ERR7625380	PRJEB49168	4995.758705	1423.125	3.5104145489679404	SG	4.012782302128366	12084.968	8.491852788757138
ERR7625381	PRJEB49168	2589.689847	758.25	3.4153509357072207	SG	4.4144521406526565	4026.009	5.309606330365974
ERR7625382	PRJEB49168	3006.900626	982.0	3.0620169307535643	SG	4.017731311165656	2786.148	2.837217922606925
ERR7625383	PRJEB49168	799.777424	213.625	3.743838146284377	SG	3.7904308260899677	819.126	3.8344107665301346
ERR7625384	PRJEB49168	4125.942083	1176.25	3.5077084658873536	SG	4.391747312843832	2949.666	2.5076862911795965
ERR7625385	PRJEB49168	4259.616521	1404.625	3.0325649344130996	SG	4.5296374441017475	3319.6820000000002	2.363393788377681
ERR7625386	PRJEB49168	839.939975	247.625	3.391983745583039	SG	4.288955505222496	741.919	2.9961393235739524
ERR7625387	PRJEB49168	1062.664453	312.0	3.405975810897436	SG	4.449437981357828	2068.778	6.630698717948717
ERR7625388	PRJEB49168	3148.762321	735.875	4.2789363968065235	SG	2.7085642280619577	2664.12	3.6203431289281465
ERR7625389	PRJEB49168	833.462089	236.75	3.5204312101372754	SG	3.92460698903742	906.931	3.830753959873284
ERR7625390	PRJEB49168	79.014372	22.75	3.4731592087912087	SG	3.8372973621293163	65.513	2.879692307692308
ERR7625391	PRJEB49168	808.555588	247.25	3.27019449140546	SG	3.462985507635571	457.153	1.8489504550050557
ERR7625392	PRJEB49168	866.350907	277.125	3.126209858367163	SG	2.7958379245622327	827.309	2.9853279206134413
ERR7625393	PRJEB49168	3475.251375	1123.0	3.0946138691006233	SG	3.9306107941946014	4298.4220000000005	3.827624220837044
ERR7625394	PRJEB49168	3720.926344	1054.375	3.5290350624777713	SG	4.249751617050754	3907.09	3.705598103141672
ERR7625395	PRJEB49168	3955.874628	1268.75	3.117930741280788	SG	4.822807231656406	3185.419	2.5106750738916257
ERR7625396	PRJEB49168	3050.172244	1002.0	3.0440840758483034	SG	4.823810511025678	2294.278	2.289698602794411
ERR7625397	PRJEB49168	2444.095668	715.0	3.4183156195804196	SG	3.6791077025384493	2148.2980000000002	3.0046125874125877
ERR7625398	PRJEB49168	2159.70604	535.875	4.030242202006065	SG	3.4416499923011132	2066.694	3.8566717984604617
ERR7625399	PRJEB49168	4343.218488	1444.75	3.006207640076138	SG	4.132970770057606	2423.081	1.677162830939609
ERR7625400	PRJEB49168	2140.756401	654.875	3.268954229433098	SG	3.545678740748441	1746.649	2.6671486924985683
ERR7625401	PRJEB49168	857.884047	250.0	3.431536188	SG	4.223746333484294	778.32	3.11328
ERR7625402	PRJEB49168	3332.40707	1157.625	2.878658520678113	SG	3.218334810099461	3347.969	2.8921015009178275
ERR7625403	PRJEB49168	2063.863501	513.25	4.021166100340964	SG	3.5822216100186934	1848.321	3.601209936678032
ERR7625404	PRJEB49168	4690.360164	1073.0	4.371258307548928	SG	3.445524548687174	24839.479	23.14956104380242
ERR7625405	PRJEB49168	2666.337746	930.125	2.8666445327240964	SG	4.333222072954966	2440.137	2.6234506114769522
ERR7625406	PRJEB49168	149.275253	38.625	3.864731469255663	SG	3.2564774232361042	204.885	5.304466019417475
ERR7625407	PRJEB49168	2814.222655	835.375	3.36881359269789	SG	4.1948428110639	2536.907	3.036848122100853
ERR7625408	PRJEB49168	820.364378	239.625	3.4235341804903494	SG	3.232240353226209	1058.701	4.41815753781951
ERR7625409	PRJEB49168	211.758134	59.75	3.544069188284519	SG	3.2655332919304545	237.916	3.981857740585774
ERR7625410	PRJEB49168	2929.371817	964.375	3.037585811535969	SG	3.6773571373217733	1983.294	2.056558911211925
ERR7625411	PRJEB49168	170.093823	45.75	3.717897770491803	SG	3.281412303799194	202.446	4.425049180327869
ERR7625412	PRJEB49168	2641.857022	768.5	3.437679924528302	SG	3.2034703498875716	3398.476	4.422219908913468
ERR7625413	PRJEB49168	4876.83257	1698.125	2.871892569746043	SG	2.6057969950832223	3522.683	2.0744544718439455
ERR7625414	PRJEB49168	3426.075851	1199.5	2.8562533147144644	SG	3.3511324405078917	3619.081	3.0171579824927055
ERR7625415	PRJEB49168	1185.90525	351.375	3.375041622198506	SG	3.6576410045266137	1911.24	5.43931696905016
ERR7625416	PRJEB49168	4771.010467	1337.5	3.5671106295327104	SG	3.439180111259571	5510.451	4.119963364485981
ERR7625417	PRJEB49168	4879.76953	1603.75	3.0427245705378017	SG	4.517405982672275	3323.326	2.072221979734996
ERR7625418	PRJEB49168	3495.469433	1023.0	3.4168811661779084	SG	2.970246752023205	4089.414	3.9974721407624636
ERR7625419	PRJEB49168	2475.561967	851.75	2.906441992368653	SG	4.371832202503177	2600.996	3.0537082477252717
ERR7625420	PRJEB49168	5142.828681	1614.625	3.185153630719207	SG	4.58871045738933	6043.842	3.743186188743516
ERR7625421	PRJEB49168	1537.425255	499.0	3.0810125350701405	SG	3.205109178386457	1354.791	2.715012024048096
ERR7625422	PRJEB49168	10701.814195	3361.5	3.1836424795478213	SG	3.959958239808585	7361.892	2.190061579651941
ERR7625423	PRJEB49168	182.211043	44.75	4.071755150837989	SG	3.073440271833085	217.278	4.855374301675978
ERR7625424	PRJEB49168	2944.072906	876.25	3.3598549569186873	SG	3.922397274586834	2056.488	2.3469192582025675
ERR7625425	PRJEB49168	3484.267225	1029.25	3.3852487005100804	SG	4.0645877926388225	3063.607	2.9765431139179013
ERR7625426	PRJEB49168	2716.785988	707.25	3.8413375581477553	SG	3.9328659346801946	3144.662	4.446323082361258
ERR7625427	PRJEB49168	2604.155037	678.875	3.8359860607622904	SG	3.5175453674333306	5856.985	8.627486650708892
SRR23690005	PRJNA940499	9373.30237	2572.875	3.6431238867026186	US	4.3345138856176915	9032.537	3.5106785211096536
SRR23690007	PRJNA940499	12284.406348	3296.625	3.7263584265726313	US	4.067228155180562	11815.238	3.584040647632048
SRR23690008	PRJNA940499	5842.586331	1646.125	3.549296882679019	US	4.377599925717326	2995.143	1.8195112764826487
SRR23690009	PRJNA940499	7344.256074	2152.25	3.4123619811824835	US	4.503764728718123	5014.054	2.3296801022186084
SRR23690010	PRJNA940499	11545.932981	2989.25	3.8624848978840847	US	4.161228129900877	7924.102	2.6508662708037134
SRR23690011	PRJNA940499	8779.387047	2891.875	3.0358805435919605	US	4.67663329591093	6172.68	2.134490598660039
SRR23690012	PRJNA940499	3179.827355	997.5	3.187796847117794	US	3.932150070231094	1681.42	1.6856340852130327
SRR23690013	PRJNA940499	5416.757977	1540.25	3.5168043999350758	US	4.177089182471032	2711.258	1.7602713845155007
SRR23690014	PRJNA940499	3361.393873	799.625	4.203712831639831	US	3.954330442927023	1851.304	2.31521525715179
SRR23690015	PRJNA940499	12639.816619	3595.25	3.5156989413809887	US	3.939031341558857	7219.449	2.0080520130728043
SRR8427257	PRJNA508395	3144.285701	826.0	3.8066412845036317	US	2.953718989792354	1901.446	2.301992736077482
SRR8427258	PRJNA508395	2384.574861	597.0	3.9942627487437186	US	3.1087257020073156	3028.505	5.072872696817421
SRR9847854	PRJNA508395	10602.063942	3229.375	3.2830079944261663	US	3.6660909223895746	11427.905	3.5387358234952586
SRR9847855	PRJNA508395	4696.613126	1251.375	3.7531620225751676	US	4.110923068701142	5005.044	3.9996356008390768
SRR9847856	PRJNA508395	5311.598037	1642.25	3.2343419314964224	US	4.667490790822263	2579.316	1.5705988734967269
SRR9847857	PRJNA508395	5063.202888	1138.0	4.449211676625659	US	4.282360174065959	2449.681	2.1526195079086117
SRR9847858	PRJNA508395	4402.627172	1144.875	3.8455090485860906	US	3.910904457278606	2387.358	2.0852564690468394
SRR9847859	PRJNA508395	6108.417845	1752.0	3.48653986586758	US	3.7401522669474474	4962.148	2.8322762557077628
SRR9847860	PRJNA508395	6272.378541	1561.125	4.017857981263512	US	4.008448148784986	4624.683	2.9624040355512853
SRR9847861	PRJNA508395	2369.438853	657.625	3.603024296521574	US	3.6905620406227344	1747.877	2.6578627637331307
SRR9847862	PRJNA508395	392.264176	89.625	4.376727207810321	US	3.9427344856334443	357.799	3.992178521617852
SRR9847863	PRJNA508395	1755.303422	455.875	3.850405093501508	US	4.386276439965486	1036.241	2.2730814367973675
