species	type	subtype	carrier	cnt
Vibrio cholerae	beta-lactam	varG	chromosome	1
Vibrio cholerae	biocide	dinF	chromosome	1
Vibrio cholerae	colistin	almE	chromosome	1
Vibrio cholerae	colistin	almF	chromosome	1
Vibrio cholerae	colistin	almG	chromosome	1
Vibrio cholerae	macrolide-lincosamide-streptogramin	vat*	chromosome	1
Vibrio cholerae	multidrug	emrD	chromosome	1
Vibrio cholerae	multidrug	tolC	chromosome	1
Vibrio cholerae	multidrug	vcaM	chromosome	1
Vibrio cholerae	multidrug	vceA	chromosome	1
Vibrio cholerae	multidrug	vceB	chromosome	1
Vibrio cholerae	multidrug	vceC	chromosome	1
Vibrio cholerae	multidrug	vcmA	chromosome	1
Vibrio cholerae	multidrug	vcrM	chromosome	1
Vibrio cholerae	multidrug	vexA	chromosome	1
Vibrio cholerae	multidrug	vexB	chromosome	1
Vibrio cholerae	multidrug	vexC	chromosome	1
Vibrio cholerae	multidrug	vexD	chromosome	1
Vibrio cholerae	multidrug	vexE	chromosome	1
Vibrio cholerae	multidrug	vexF	chromosome	1
Vibrio cholerae	multidrug	vexG	chromosome	1
Vibrio cholerae	multidrug	vexH	chromosome	1
Vibrio cholerae	multidrug	vexI	chromosome	1
Vibrio cholerae	multidrug	vexJ	chromosome	1
Vibrio cholerae	multidrug	vexK	chromosome	1
Vibrio cholerae	phenicol	catB	chromosome	1
Vibrio parahaemolyticus	bacitracin	bacA	chromosome	1
Vibrio parahaemolyticus	beta-lactam	blaCARB	chromosome	1
Vibrio parahaemolyticus	biocide	dinF	chromosome	1
Vibrio parahaemolyticus	biocide	vmeG	chromosome	1
Vibrio parahaemolyticus	biocide	vmeH	chromosome	1
Vibrio parahaemolyticus	biocide	vmeI	chromosome	1
Vibrio parahaemolyticus	biocide	vmrA	chromosome	1
Vibrio parahaemolyticus	macrolide-lincosamide-streptogramin	macA	chromosome	1
Vibrio parahaemolyticus	macrolide-lincosamide-streptogramin	macB	chromosome	1
Vibrio parahaemolyticus	multidrug	emrD	chromosome	1
Vibrio parahaemolyticus	multidrug	mdtL	chromosome	1
Vibrio parahaemolyticus	multidrug	norM	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeA	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeB	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeC	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeD	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeE	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeF	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeJ	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeK	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeP	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeQ	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeT	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeU	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeV	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeY	chromosome	1
Vibrio parahaemolyticus	multidrug	vmeZ	chromosome	1
Vibrio parahaemolyticus	multidrug	vpoC	chromosome	1
Vibrio parahaemolyticus	phenicol	catC	chromosome	1
Vibrio parahaemolyticus	quinolone	qnr*	chromosome	1
Vibrio parahaemolyticus	tetracycline	tet(34)	chromosome	1
Vibrio parahaemolyticus	tetracycline	tet(35)	chromosome	1
